RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
1407,"Dreyfus Municipal Income, Inc. Common Stock","Dreyfus Municipal Income, Inc. Common Stock",International Equity,2005-12-18,-0.4342153684206053
1408,Unilever PLC Common Stock,Unilever PLC Common Stock,International Equity,2019-06-22,0.017021635887563738
1409,Callaway Golf Company Common Stock,Callaway Golf Company Common Stock,International Equity,2016-04-16,0.39585110202669344
1410,First Trust Morningstar Managed Futures Strategy Fund,First Trust Morningstar Managed Futures Strategy Fund,ETF,2001-10-27,-0.24467850856712642
1411,"Berry Plastics Group, Inc. Common Stock","Berry Plastics Group, Inc. Common Stock",Domestic Equity,2012-06-17,0.007566690895877884
1412,,Koninklijke Philips N.V. NY Registry Shares,International Equity,,-0.10579686687708809
1413,Alabama Power Company 5.30% Cl A Pfd Stk,Alabama Power Company 5.30% Cl A Pfd Stk,International Equity,2019-06-28,0.038106449688197194
1414,KT Corporation Common Stock,KT Corporation Common Stock,International Equity,2001-06-06,0.16513713205789257
1415,Enersys Common Stock,Enersys Common Stock,International Equity,2018-07-07,-0.3219767159445305
1416,Market Vectors Semiconductor ETF,Market Vectors Semiconductor ETF,ETF,2000-06-20,0.07609031705157951
1417,HNI Corporation Common Stock,HNI Corporation Common Stock,Domestic Equity,2013-04-16,-0.12717345376367953
1418,,"Proto Labs, Inc. Common stock",International Equity,2021-07-27,-0.13362818614858757
1419,"Dominion Resources, Inc. Corporate Unit 2013 Series B","Dominion Resources, Inc. Corporate Unit 2013 Series B",,2001-11-02,0.2987508749516251
1420,Hyster,"Hyster-Yale Materials Handling, Inc. Class A Common Stock",Domestic Equity,2006-03-18,0.302249695199028
1421,"Mast Therapeutics, Inc. Common Stock","Mast Therapeutics, Inc. Common Stock",Domestic Equity,2005-11-07,0.20214645476826668
1422,"Selective Insurance Group, Inc. 5.875% Senior Notes due 2043","Selective Insurance Group, Inc. 5.875% Senior Notes due 2043",International Equity,2008-08-05,0.29659410258323204
1423,"SunTrust Banks, Inc. Common Stock","SunTrust Banks, Inc. Common Stock",International Equity,2002-05-08,0.41919782350462986
1424,,PowerShares WilderHill Clean Energy Portfolio,ETF,2009-11-16,0.15452794870195027
1425,"Raymond James Financial, Inc. Common Stock","Raymond James Financial, Inc. Common Stock",,2018-06-15,0.18974640756316308
1426,WBI Large Cap Tactical Growth Shares,WBI Large Cap Tactical Growth Shares,ETF,2004-02-16,-0.15329826595668206
1427,"Nuveen Quality Income Municipal Fund, Inc. Common Stock","Nuveen Quality Income Municipal Fund, Inc. Common Stock",Domestic Equity,2009-09-24,-0.07284099236355679
1428,Guggenheim Enhanced Equity Income Fund,Guggenheim Enhanced Equity Income Fund,,2011-01-08,0.2785500864108443
1429,Gerdau S.A. Common Stock,Gerdau S.A. Common Stock,Domestic Equity,2008-02-18,-0.017067115604508735
1430,ProShares Ultra Health Care,ProShares Ultra Health Care,ETF,2022-11-06,-0.08930341685808253
1431,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests","Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",International Equity,2021-12-16,-0.13353999257435784
1432,,Six Flags Entertainment Corporation New Common Stock,International Equity,2014-04-14,
1433,Market Vectors Natural Resources ETF,Market Vectors Natural Resources ETF,,2017-07-19,0.0032498095761625797
1434,"Benchmark Electronics, Inc. Common Stock","Benchmark Electronics, Inc. Common Stock",International Equity,2017-11-23,
1435,PowerShares High Yield Dividend Achievers,PowerShares High Yield Dividend Achievers,ETF,2009-05-22,0.20139932037712965
1436,"Laredo Petroleum, Inc. Common Stock","Laredo Petroleum, Inc. Common Stock",Domestic Equity,2015-01-25,0.27864882386517753
1437,Rio Tinto Plc Common Stock,Rio Tinto Plc Common Stock,International Equity,,-0.018054388567170877
1438,"Intellicheck Mobilisa, Inc. Common Stock","Intellicheck Mobilisa, Inc. Common Stock",International Equity,2022-02-03,-0.03777717826787243
1439,,FlexShares Quality Dynamic Index Fund,ETF,2001-04-12,-0.0546404986139683
1440,iShares MSCI EAFE Small,iShares MSCI EAFE Small-Cap ETF,,2008-04-11,0.010684146838711845
1441,UltraPro Short Dow30,UltraPro Short Dow30,ETF,2003-07-03,0.23500419398751773
1442,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,Domestic Equity,2022-09-24,-0.0016252518768940492
1443,"Delta Air Lines, Inc. Common Stock","Delta Air Lines, Inc. Common Stock",International Equity,2012-06-06,-0.0953390211940308
1444,Tejon Ranch Co Common Stock,Tejon Ranch Co Common Stock,Domestic Equity,2004-05-23,
1445,"Brinker International, Inc. Common Stock","Brinker International, Inc. Common Stock",International Equity,2009-08-30,-0.06204096607881125
1446,Dorian LPG Ltd. Common Stock,Dorian LPG Ltd. Common Stock,International Equity,2004-10-04,0.17285403407162162
1447,iShares iBoxx $ Investment Grade Corporate Bond ETF,iShares iBoxx $ Investment Grade Corporate Bond ETF,ETF,2011-03-07,-0.02620388989976416
1448,Teck Resources Ltd Ordinary Shares,Teck Resources Ltd Ordinary Shares,,2017-12-25,-0.06102128194172999
1449,Royal Bank of Scotland Group Plc (The) Sponsored ADR Repstg Pref Ser S (United Kingdom),Royal Bank of Scotland Group Plc (The) Sponsored ADR Repstg Pref Ser S (United Kingdom),Domestic Equity,2015-11-18,
1450,"Advanced Photonix, Inc. Class A Common Stock","Advanced Photonix, Inc. Class A Common Stock",Domestic Equity,2020-09-23,-0.1453641852755251
1451,"Hercules Technology Growth Capital, Inc. 7.00% Note due 2019","Hercules Technology Growth Capital, Inc. 7.00% Note due 2019",Domestic Equity,2019-10-13,0.0756894486500155
1452,Seventy Seven Energy Inc. Common Stock,Seventy Seven Energy Inc. Common Stock,Domestic Equity,2016-10-17,-0.4033201888797545
1453,,Market Vectors ChinaAMC SME-ChNext ETF,ETF,2022-03-21,-0.03318602813584019
1454,"Banco Latinoamericano de Comercio Exterior, S.A.","Banco Latinoamericano de Comercio Exterior, S.A.",Domestic Equity,2003-09-22,0.25290687658934186
1455,eHi Car Services Limited American Depositary Shares,eHi Car Services Limited American Depositary Shares,International Equity,,
1456,"USA Compression Partners, LP Common Units Representing Limited Partner Interests","USA Compression Partners, LP Common Units Representing Limited Partner Interests",Domestic Equity,2005-04-30,-0.24117845389391562
1457,"Essex Property Trust, Inc. Common Stock","Essex Property Trust, Inc. Common Stock",International Equity,2001-06-11,-0.04776724796265681
1458,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,,2021-08-19,0.06775344652213833
1459,HollyFrontier Corporation Common Stock,HollyFrontier Corporation Common Stock,International Equity,2021-01-18,-0.16040351878177855
1460,Zions Bancorporation Dep Shs Repstg 1/40th Perp Pfd Ser G,Zions Bancorporation Dep Shs Repstg 1/40th Perp Pfd Ser G,Domestic Equity,2008-08-08,
1461,iShares Core MSCI Europe ETF,iShares Core MSCI Europe ETF,ETF,2009-10-21,-0.08763558159402658
1462,"Essex Property Trust, Inc. 7.125% Series H Cumulative Redeemable Preferred Stock","Essex Property Trust, Inc. 7.125% Series H Cumulative Redeemable Preferred Stock",Domestic Equity,2022-07-17,
1463,Vanguard Materials ETF ,Vanguard Materials ETF - DNQ,ETF,2021-11-09,-0.39982104593071927
1464,Danaos Corporation Common Stock,Danaos Corporation Common Stock,International Equity,2011-07-27,0.1687433197347864
1465,Direxion Daily S&P 500 Bear 3X,Direxion Daily S&P 500 Bear 3X,ETF,2000-09-29,-0.02035748281482114
1466,Southern California Edison Company 4.32% Preferred Stock,Southern California Edison Company 4.32% Preferred Stock,Domestic Equity,2020-11-26,0.22980761912982572
1467,First Trust ISE Global Wind Energy ETF,First Trust ISE Global Wind Energy ETF,ETF,2011-06-10,0.015867940584125252
1468,ProShares Short MidCap400,ProShares Short MidCap400,ETF,2005-07-23,0.008032454237103793
1469,Morgan Stanley Asia,"Morgan Stanley Asia-Pacific Fund, Inc.",International Equity,2022-10-17,0.18367663663969208
1470,Nuveen Massachusetts Premium Income Municipal Fund Common Stock,Nuveen Massachusetts Premium Income Municipal Fund Common Stock,International Equity,2015-03-25,0.31204781828858263
1471,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.70% Series E Pfd.","National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.70% Series E Pfd.",International Equity,2007-12-13,
1472,"BankUnited, Inc. Common Stock","BankUnited, Inc. Common Stock",Domestic Equity,2014-10-04,0.2074604510558909
1473,iShares MSCI South Korea Capped Index Fund,iShares MSCI South Korea Capped Index Fund,ETF,2010-02-04,-0.10214384402239154
1474,Kelso Technologies Inc Ordinary Shares,Kelso Technologies Inc Ordinary Shares,Domestic Equity,2021-10-09,-0.33702964589746365
1475,"McDermott International, Inc. Common Stock","McDermott International, Inc. Common Stock",Domestic Equity,2009-04-06,
1476,ProShares Ultra FTSE Europe,ProShares Ultra FTSE Europe,ETF,2001-06-20,0.17839254387353204
1477,Workiva Inc. Class A Common Stock,Workiva Inc. Class A Common Stock,International Equity,2006-10-01,0.17553304130335995
1478,,iShares Morningstar Mid-Cap Value ETF,ETF,2003-08-12,-0.013191360505290791
1479,Nuveen Floating Rate Income Fund Common Stock,Nuveen Floating Rate Income Fund Common Stock,International Equity,,0.019986889549454313
1480,Canadian Pacific Railway Limited Common Stock,Canadian Pacific Railway Limited Common Stock,International Equity,,-0.11597558663687155
1481,Deutsche X,Deutsche X-trackers 2030 Target Date ETF,,2012-10-24,0.02829121989437767
1482,Symetra Financial Corporation Common Stock $0.01 par value,Symetra Financial Corporation Common Stock $0.01 par value,International Equity,2002-06-04,0.045931465222888615
1483,,TCP International Holdings Ltd. Common Shares,,2001-08-13,-0.012590677567225275
1484,Mead Johnson Nutrition Company Common Stock,Mead Johnson Nutrition Company Common Stock,,2003-08-31,-0.3883165847277447
1485,ProShares UltraShort Utilities,ProShares UltraShort Utilities,ETF,2003-09-23,
1486,iPath Bloomberg Commodity Index Total Return ETN,iPath Bloomberg Commodity Index Total Return ETN,Domestic Equity,2019-12-04,-0.3357546858411079
1487,"North American Palladium, Ltd. Common Stock","North American Palladium, Ltd. Common Stock",Domestic Equity,2019-01-31,-0.24714152052643285
1488,Vanguard Health Care ETF ,Vanguard Health Care ETF - DNQ,ETF,2006-06-09,0.16812473499564784
1489,Deutsche X,Deutsche X-trackers 2010 Target Date ETF,ETF,2018-02-01,0.05620168297648914
1490,iShares U.S. Regional Banks ETF,iShares U.S. Regional Banks ETF,ETF,2016-10-01,0.019128707676173994
1491,Federal Agricultural Mortgage Corporation 5.875% Non,"Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock, Series A",International Equity,2016-01-04,0.19990606946895803
1492,IQ Hedge Market Neutral Tracker ETF,IQ Hedge Market Neutral Tracker ETF,ETF,2019-01-15,
1493,First Trust Taiwan AlphaDex Fund,First Trust Taiwan AlphaDex Fund,ETF,2003-07-26,0.28793142364022406
1494,WisdomTree International SmallCap Fund,WisdomTree International SmallCap Fund,ETF,2011-10-03,0.4213659587417822
1495,State Street Corporation Common Stock,State Street Corporation Common Stock,Domestic Equity,2018-11-08,0.14736957057170552
1496,,Axis Capital Holdings Limited Common Stock,,2010-10-02,
1497,"Avnet, Inc. Common Stock","Avnet, Inc. Common Stock",Domestic Equity,2008-08-21,-0.07023347328553867
1498,"J P Morgan Chase & Co Warrant expiring October 28, 2018","J P Morgan Chase & Co Warrant expiring October 28, 2018",International Equity,2019-11-27,-0.276678840289587
1499,Nuveen California Dividend Advantage Municipal Fund Common Stock,Nuveen California Dividend Advantage Municipal Fund Common Stock,International Equity,2022-06-21,0.005416986156816978
1500,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C","M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C",International Equity,2004-03-07,-0.08359488200124753
1501,"BancorpSouth, Inc. Common Stock","BancorpSouth, Inc. Common Stock",International Equity,2006-10-06,0.04623139581284828
1502,"Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)","Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)",International Equity,2006-07-25,-0.0028202070471423845
1503,Madrona Global Bond ETF,Madrona Global Bond ETF,ETF,,0.3692567161688996
1504,,Leucadia National Corporation Common Stock,International Equity,2018-05-26,0.11277071554209542
1505,Teekay LNG Partners L.P.,Teekay LNG Partners L.P.,International Equity,2016-10-26,0.11262474527048463
1506,Graco Inc. Common Stock,Graco Inc. Common Stock,International Equity,2006-05-23,0.09032132988457284
1507,,"Miller Energy Resourses, Inc. Common Stock",Domestic Equity,2013-09-03,0.14858035168800035
1508,"Tempur Sealy International, Inc. Common Stock","Tempur Sealy International, Inc. Common Stock",Domestic Equity,2010-02-28,0.07491737790947003
1509,Corporate Office Properties Trust Preferred Series L,Corporate Office Properties Trust Preferred Series L,International Equity,2014-04-24,-0.027475026993134404
1510,United States 12 Month Natural Gas Fund,United States 12 Month Natural Gas Fund,ETF,2013-04-02,-0.17267287153129596
1511,Abbott Laboratories Common Stock,Abbott Laboratories Common Stock,International Equity,2003-10-09,-0.15994735230780016
1512,AMCON Distributing Company Common Stock,AMCON Distributing Company Common Stock,International Equity,2005-12-20,
1513,"EnerJex Resources, Inc. 10% Series A Cumulative Redeemable Perpetual Preferred Stock","EnerJex Resources, Inc. 10% Series A Cumulative Redeemable Perpetual Preferred Stock",International Equity,,0.21176061803571714
1514,iShares MSCI All Peru Capped ETF,iShares MSCI All Peru Capped ETF,ETF,2001-05-15,-0.4613693929047967
1515,"GAMCO Natural Resources, Gold & Income Trust","GAMCO Natural Resources, Gold & Income Trust",International Equity,,0.29373628520087924
1516,iShares Emerging Markets High Yield Bond ETF,iShares Emerging Markets High Yield Bond ETF,ETF,2015-06-13,0.3619995104026428
1517,"PPL Capital Funding, Inc. 2013 Series B Junior Subordinated Notes due 2073","PPL Capital Funding, Inc. 2013 Series B Junior Subordinated Notes due 2073",,2007-01-09,0.07582723570799975
1518,Parker Drilling Company Common Stock,Parker Drilling Company Common Stock,,2019-11-27,0.05212741985874373
1519,,PowerShares Fundamental Pure Large Core Portfolio,ETF,2003-08-09,0.05428807530156129
1520,The Blackstone Group L.P. Common Units Representing Limited Partnership Interests,The Blackstone Group L.P. Common Units Representing Limited Partnership Interests,International Equity,2020-05-25,0.3831187763558863
1521,"Eaton Vance New Jersey Municipal Bond Fund Common Shres of Beneficial Interest, $.01 par value","Eaton Vance New Jersey Municipal Bond Fund Common Shres of Beneficial Interest, $.01 par value",International Equity,2016-07-05,-0.09497480615552407
1522,,"Mexico Equity and Income Fund, Inc. (The) Common Stock",International Equity,2011-06-02,0.17567177449515306
1523,,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,International Equity,2019-08-19,0.1394007632629743
1524,Schwab Short,Schwab Short-Term U.S. Treasury ETF,ETF,2002-10-19,0.10483782612752193
1525,Eaton Vance Risk,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,,,
1526,WisdomTree MidCap Dividend Fund,WisdomTree MidCap Dividend Fund,ETF,2008-03-27,0.07209196592029007
1527,Qwest Corporation 6.125% Notes due 2053,Qwest Corporation 6.125% Notes due 2053,International Equity,2015-12-26,-0.14622925263809047
1528,,BioAmber Inc. Common Stock,Domestic Equity,2018-01-09,0.21431734105368389
1529,PowerShares DWA SmallCap Momentum Portfolio,PowerShares DWA SmallCap Momentum Portfolio,ETF,2007-10-11,0.43983175869755986
1530,SPDR Barclays Convertible Securities ETF,SPDR Barclays Convertible Securities ETF,ETF,2017-08-27,-0.20281722334140193
1531,Intercontinental Exchange Inc. Common Stock,Intercontinental Exchange Inc. Common Stock,International Equity,,0.12077546760895264
1532,,BlackRock Maryland Municipal Bond Trust Common shares of beneficial interest,Domestic Equity,2007-08-14,0.1638013300157553
1533,Panhandle Oil and Gas Inc Common Stock,Panhandle Oil and Gas Inc Common Stock,International Equity,2004-04-19,-0.029614850307769232
1534,Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest,Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest,Domestic Equity,2015-08-11,-0.08297746939110799
1535,PartnerRe Ltd. Redeemable Preferred Shares Series F (Bermuda),PartnerRe Ltd. Redeemable Preferred Shares Series F (Bermuda),International Equity,2000-12-05,0.13692236276557726
1536,"AMETEK, Inc.","AMETEK, Inc.",Domestic Equity,2023-03-08,6.0702786438885486e-05
1537,"Oxford Industries, Inc. Common Stock","Oxford Industries, Inc. Common Stock",International Equity,2004-03-16,-0.4542164894408557
1538,First Trust ISE Glb Engnrg And Const Idx,First Trust ISE Glb Engnrg And Const Idx,ETF,,-0.14521013789920137
1539,Lennar Corporation Class B,Lennar Corporation Class B,,,0.03392878010809613
1540,iShares MSCI Frontier 100 Fund,iShares MSCI Frontier 100 Fund,ETF,,-0.2612144314111905
1541,"Nuveen Premium Income Municipal Fund, Inc. Common Stock","Nuveen Premium Income Municipal Fund, Inc. Common Stock",Domestic Equity,,-0.3284593192033699
1542,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock","Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",,2006-02-02,
1543,ProShares Ultra Financials,ProShares Ultra Financials,ETF,2004-03-10,0.014161122702285148
1544,"Aspen Aerogels, Inc. Common Stock","Aspen Aerogels, Inc. Common Stock",Domestic Equity,2022-08-12,0.16905871962615424
1545,ProShares Ultra FTSE China 50,ProShares Ultra FTSE China 50,ETF,2019-02-09,0.22474434115196135
1546,iShares Global Consumer Discretionary ETF,iShares Global Consumer Discretionary ETF,ETF,2004-02-16,
1547,"Banco Santander, S.A. 6.80% Non","Banco Santander, S.A. 6.80% Non-cumulative Series 4 Guaranteed Preferred Securities",International Equity,2017-09-30,-0.11808760429695384
1548,"BioTime, Inc. Warrant (Expiring 10/1/2018)","BioTime, Inc. Warrant (Expiring 10/1/2018)",Domestic Equity,,-0.029413387306407017
1549,iShares Core U.S. Vaue ETF,iShares Core U.S. Vaue ETF,ETF,2015-10-31,0.023141535660519
1550,Turquoise Hill Resources Ltd. Ordinary Shares,Turquoise Hill Resources Ltd. Ordinary Shares,International Equity,2021-04-02,-0.3508667554649606
1551,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates","Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",International Equity,2016-03-22,
1552,"Affiliated Managers Group, Inc. Common Stock","Affiliated Managers Group, Inc. Common Stock",Domestic Equity,2009-04-03,0.2771975641249478
1553,Kansas City Southern Preferred Stock,Kansas City Southern Preferred Stock,International Equity,,0.21581850137385178
1554,Commercial Metals Company Common Stock,Commercial Metals Company Common Stock,Domestic Equity,2011-09-23,0.5128737845293927
1555,,Wilshire US REIT,ETF,2021-08-03,-0.2023074897827871
1556,Veritiv Corporation Common Stock,Veritiv Corporation Common Stock,International Equity,2021-10-26,0.14633887757748723
1557,Allstate Corporation (The) 5.100% Fixed,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,2008-09-05,-0.16278666007770157
1558,Bunge Limited Bunge Limited,Bunge Limited Bunge Limited,International Equity,2017-07-15,
1559,"Titan International, Inc. Common Stock","Titan International, Inc. Common Stock",International Equity,2020-06-07,-0.3210417313604338
1560,"Niagara Mohawk Holdings, Inc. Preferred Stock","Niagara Mohawk Holdings, Inc. Preferred Stock",International Equity,2012-01-24,
1561,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded Fund,ETF,,-0.2253784361209017
1562,Con,"Con-Way, Inc. Common Stock",International Equity,2020-01-17,-0.2035699931309555
1563,Cutwater Select Income Fund,Cutwater Select Income Fund,International Equity,2019-01-28,0.09133629636978939
1564,,"FleetCor Technologies, Inc. Common Stock",International Equity,2021-07-13,0.047362420573366024
1565,Preferred Plus Trust (Ser CZN) Preferred Plus Trust Ser CZN,Preferred Plus Trust (Ser CZN) Preferred Plus Trust Ser CZN-1 Tr Ctf 8.375% Maturity 10/01/2046,Domestic Equity,2015-03-06,
1566,ARK Genomic Revolution Multi,ARK Genomic Revolution Multi-Sector ETF,ETF,2004-07-16,-0.4462016132375184
1567,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Domestic Equity,2003-05-18,-0.145996786475486
1568,Deutsche X,Deutsche X-trackers 2040 Target Date ETF,ETF,,
1569,Schwab U.S. TIPs ETF,Schwab U.S. TIPs ETF,ETF,2003-09-14,-0.03270171030110042
1570,Vanguard S&P 500 Value ETF,Vanguard S&P 500 Value ETF,ETF,2009-05-22,
1571,Regency Energy Partners LP Common Units Representing Limited Partner Interests,Regency Energy Partners LP Common Units Representing Limited Partner Interests,International Equity,2023-01-26,
1572,"Tetra Technologies, Inc. Common Stock","Tetra Technologies, Inc. Common Stock",Domestic Equity,2020-03-08,-0.18521260044813093
1573,Hanover Insurance Group Inc,Hanover Insurance Group Inc,International Equity,2009-08-17,0.042759314914280054
1574,"SunCoke Energy, Inc. Common Stock","SunCoke Energy, Inc. Common Stock",International Equity,2000-07-26,0.43931755518705007
1575,,RealD Inc Common Stock,International Equity,2010-11-26,
1576,Tasman Metals Ltd Ordinary Shares (Canada),Tasman Metals Ltd Ordinary Shares (Canada),International Equity,2015-01-22,0.14756643818606946
1577,"PulteGroup, Inc. Common Stock","PulteGroup, Inc. Common Stock",International Equity,,0.0649275007388452
1578,FlexShares Quality Dividend Index Fund,FlexShares Quality Dividend Index Fund,ETF,,0.08966556024617531
1579,,ProShares UltraShort S&P500,ETF,,0.21560718268353796
1580,"Chegg, Inc. Common Stock","Chegg, Inc. Common Stock",,2003-11-25,-0.2403039770114427
1581,iShares MSCI Emerging Markets Minimum Volatility Index Fund,iShares MSCI Emerging Markets Minimum Volatility Index Fund,ETF,2002-06-25,-0.12089691098044208
1582,Global X China Consumer ETF,Global X China Consumer ETF,ETF,2001-04-15,-0.03307660012873267
1583,AlphaClone Alternative Alpha ETF,AlphaClone Alternative Alpha ETF,ETF,2017-08-19,0.3732764211394069
1584,,"Helix Energy Solutions Group, Inc. Common Stock",International Equity,2000-02-04,0.19142221890193417
1585,Direxion Daily 20,Direxion Daily 20-Yr Treasury Bull 3x Shrs,ETF,2014-03-19,0.09549279941469077
1586,BARCLAYS BANK PLC iPath JPY/USD Exchange Rate ETN,BARCLAYS BANK PLC iPath JPY/USD Exchange Rate ETN,Domestic Equity,,-0.06636675620856677
1587,Public Storage DEP SH REPSTG PFD SH BEN INT SER S,Public Storage DEP SH REPSTG PFD SH BEN INT SER S,Domestic Equity,2000-12-27,-0.012939223852445548
1588,"Kayne Anderson MLP Investment Company Series E Mandatory Redeemable Preferred Shares, $25.00 liquidation preference","Kayne Anderson MLP Investment Company Series E Mandatory Redeemable Preferred Shares, $25.00 liquidation preference",Domestic Equity,2002-12-22,
1589,WisdomTree Global ex,WisdomTree Global ex-U.S. Growth Fund,ETF,2012-06-19,0.07880672476732739
1590,"Atlas Resource Partners, L.P. CUM RED PERP PDF UNIT CL D %","Atlas Resource Partners, L.P. CUM RED PERP PDF UNIT CL D %",Domestic Equity,2010-01-06,0.20936542763220464
1591,,iShares 7-10 Year Treasury Bond ETF,ETF,2021-06-19,-0.27795832697334266
1592,Nuveen Dividend Advantage Municipal Fund Common Stock,Nuveen Dividend Advantage Municipal Fund Common Stock,International Equity,2008-09-18,0.05819449979731598
1593,,Kemet Corporation New Common Stock,International Equity,2021-11-28,0.3023432671847938
1594,Guggenheim BulletShares 2024 Corporate Bond ETF,Guggenheim BulletShares 2024 Corporate Bond ETF,ETF,2007-10-18,-0.2097701159430762
1595,,"New York Community Bancorp, Inc. Common Stock",International Equity,,0.10192822868021481
1596,Direxion Mid Cap Bear 3X Shares,Direxion Mid Cap Bear 3X Shares,ETF,2010-02-03,0.045437762369916646
1597,Enbridge Energy Management LLC Shares repstg limited liability company interests,Enbridge Energy Management LLC Shares repstg limited liability company interests,Domestic Equity,2008-08-29,0.12053137216835079
1598,Guggenheim MSCI Emerging Markets Equal Weight ETF,Guggenheim MSCI Emerging Markets Equal Weight ETF,ETF,2007-07-09,
1599,SPDR Russell 3000 ETF,SPDR Russell 3000 ETF,ETF,2022-11-17,
1600,Alleghany Corporation Common Stock,Alleghany Corporation Common Stock,International Equity,2002-11-06,0.18971737406868794
1601,iShares Morningstar Small,iShares Morningstar Small-Cap ETF,ETF,2006-01-16,-0.03551295653650365
1602,First Trust VL Dividend,First Trust VL Dividend,ETF,2000-02-15,0.3281511162059284
1603,The Cushing Royalty & Income Fund Common Shares of Beneficial Interest,The Cushing Royalty & Income Fund Common Shares of Beneficial Interest,Domestic Equity,2020-07-17,0.16254773285083712
1604,"New York & Company, Inc. New York & Company, Inc. Common Shares","New York & Company, Inc. New York & Company, Inc. Common Shares",Domestic Equity,2019-10-19,0.3914854097991021
1605,Guggenheim Build America Bonds Managed Duration Trust Common Shares of Beneficial Interest,Guggenheim Build America Bonds Managed Duration Trust Common Shares of Beneficial Interest,Domestic Equity,2003-11-21,-0.1790649528092666
1606,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Domestic Equity,2009-06-27,-0.02531542537071806
1607,Sprott Physical Gold Trust ETV,Sprott Physical Gold Trust ETV,ETF,,-0.237283656713067
1608,Montpelier RE Holdings Ltd Non Cumulative Series A Preferred Shares (Bermuda),Montpelier RE Holdings Ltd Non Cumulative Series A Preferred Shares (Bermuda),Domestic Equity,2013-12-15,-0.2261729256248854
1609,SPDR Wells Fargo Preferred Stock ETF,SPDR Wells Fargo Preferred Stock ETF,ETF,,0.12374254326895587
1610,Public Storage Depository Shares Representing 1/1000 Pfd Shares Beneficial Interest Series T,Public Storage Depository Shares Representing 1/1000 Pfd Shares Beneficial Interest Series T,International Equity,2014-12-25,-0.1173069263637754
1611,Southwestern Energy Company Common Stock,Southwestern Energy Company Common Stock,International Equity,2004-09-19,0.05725956485850723
1612,Blue Capital Reinsurance Holdings Ltd. Common Shares,Blue Capital Reinsurance Holdings Ltd. Common Shares,Domestic Equity,2013-11-07,
1613,Triple,Triple-S Management Corporation Class B Common Stock,International Equity,2007-04-04,0.05383026118516636
1614,"DCP Midstream Partners, LP DCP Midstream Partnership, LP Common Units","DCP Midstream Partners, LP DCP Midstream Partnership, LP Common Units",,2009-02-15,-0.031523078883096974
1615,"StanCorp Financial Group, Inc. Common Stock","StanCorp Financial Group, Inc. Common Stock",Domestic Equity,2015-05-16,0.09320243036238052
1616,SPDR MSCI Spain Quality Mix ETF,SPDR MSCI Spain Quality Mix ETF,ETF,,0.014150475675958285
1617,Direxion Mid Cap Bull 3X Shares,Direxion Mid Cap Bull 3X Shares,ETF,2012-07-18,-0.10505277516053899
1618,,Blackrock Municipal 2018 Term Trust Blackrock Municipal 2018 Term Trust,Domestic Equity,2009-05-20,-0.27213501898165765
1619,Vanguard Utilities ETF ,Vanguard Utilities ETF - DNQ,ETF,2020-06-12,0.18619927170784303
1620,,Modine Manufacturing Company Common Stock,Domestic Equity,2017-01-27,-0.06054062995608186
1621,ProShares UltraShort Yen New,ProShares UltraShort Yen New,ETF,,0.02106027411177007
