RequestId,Symbol,QUEUESIP,MIC
848,RTM,,XNYS
849,VGR,0x27d6fb,XNYS
850,IPD,0x27d84e,XNAS
851,MUC,0x27d946,XNYS
852,STAY,0x27dd4a,XBOM
853,,0x27e00f,XNAS
854,,0x27e28b,XNYS
855,VIOV,0x27e6c6,XNYS
856,AMP,0x27e75b,XNAS
857,BVX,0x27f678,XBOM
858,EOC,0x27fb1d,XNYS
859,NOBL,0x280fde,XNYS
860,DBL,,XNYS
861,IHT,0x2818a2,XTSE
862,,0x282124,XNAS
863,BP,0x28238e,XNYS
864,PFH,0x28261f,XNAS
865,,0x2830e0,XAMS
866,HCJ,,XNYS
867,BARL,0x283af6,XFRA
868,,0x284204,XTSE
869,JKD,0x2842a1,XASX
870,GBR,0x28494b,XNAS
871,GG,0x284dee,BVMF
872,,0x284f1,XJPX
873,SHO,0x2854c9,XNAS
874,LXPpC,0x2855df,XNYS
875,RFP,0x28594,XNYS
876,SFUN,0x285f4a,XNYS
877,MLI,,XSWX
878,,0x287193,XLON
879,,0x2872b6,XTSE
880,PSBpV,0x289107,XNYS
881,EWCS,,XNYS
882,,0x289ff7,XNAS
883,BSCJ,0x28a544,XNAS
884,RGT,0x28aa7e,XNYS
885,HLS,0x28af3b,XLON
886,ACT,,XNAS
887,,0x28b841,XSHG
888,BFS,0x28bbca,XNYS
889,,0x28bfdb,XNAS
890,CAPE,0x28c00a,XTSE
891,GPTpB,0x28c92a,XNAS
892,,0x28c9b5,BVMF
893,GE,,XJSE
894,,0x28ddff,XNYS
895,,0x28e190,XNYS
896,,0x28e494,XNAS
897,WNS,0x28e56b,XNAS
898,RIOM,,XTSE
899,RNN,0x28f5ed,XJSE
900,BMLpH,0x29015b,XNAS
901,,0x29025e,XNYS
902,,0x290d85,XFRA
903,IDE,0x29216a,XLON
904,LYV,0x292fd2,XTSE
905,,0x2930b,XNYS
906,,0x29377d,XNAS
907,GD,0x293ac,XJSE
908,HTpB,0x294036,XTAI
909,,0x2944ee,XSAU
910,AFT,0x2951ed,XTSE
911,,0x295382,XNYS
912,,0x295567,XNYS
913,AHH,0x295ae6,XNAS
914,IVAL,0x295e,XSAU
915,RCS,0x295f5a,XSHG
916,ORN,0x2974bf,XNAS
917,HDGE,,XAMS
918,,0x298177,XNYS
919,AMX,0x2999a7,XNAS
920,,0x29a6dd,XNAS
921,MITTpA,0x29aea1,XTSE
922,EVF,0x29c15e,XNAS
923,,0x29c464,XNYS
924,AOD,0x29c6ba,XNYS
925,TPVG,0x29cb5d,XJPX
926,,0x29d10f,XSHE
927,NCB,0x29dfe,XKOS
928,,0x29eb2b,XTSE
929,,0x29f211,XNYS
930,IXP,0x2a0066,XNYS
931,CKX,0x2a0f54,XBOM
932,STRP,,XNYS
933,,0x2a17b3,XTSE
934,,0x2a2196,XHKG
935,RWT,,XNYS
936,EVN,,XJPX
937,,0x2a42c,XNYS
938,AMFW,,XSHG
939,DY,0x2a4e34,XNAS
940,ECH,0x2a4e90,XASX
941,AGD,0x2a4e90,XTSE
942,,0x2a5545,XNYS
943,CUT,0x2a71b1,XNYS
944,RIGP,0x2a7b3f,XNYS
945,,0x2a7bbb,XNAS
946,EVT,,XNAS
947,,0x2a81e,XNYS
948,OFGpB,0x2aa89d,XNAS
949,PFD,,XNYS
950,TTC,0x2ab91a,XTSE
951,,0x2ac446,XNYS
952,OAK,,XASX
953,,0x2ac86a,XNAS
954,RNE,0x2aca59,XNYS
955,FAS,,XNAS
956,,0x2ad7a,XTSE
957,PWZ,0x2ae803,XJPX
958,,0x2aed0a,XNYS
959,,0x2aee47,XAMS
960,OESX,0x2afaae,XNAS
961,NRK,0x2b0029,XJSE
962,WBIC,0x2b00b0,XTSE
963,,0x2b10,XNAS
964,TCO,,XNYS
965,FSI,0x2b2e04,XNAS
966,MDLY,0x2b354c,XSWX
967,,0x2b43fa,XNYS
968,IVOO,0x2b4454,XNYS
969,,0x2b49d8,XNAS
970,FPF,0x2b4d61,XNYS
971,,0x2b4ede,XNYS
972,MDGN,0x2b54df,XNYS
973,TANO,0x2b59b0,XKOS
974,,0x2b5e78,XKOS
975,SSN,0x2b665,XSHE
976,,0x2b76ed,XNAS
977,,0x2b7b57,XNYS
978,APP,,XNAS
979,AMT,0x2b8b14,XTAI
980,MTB/WS,0x2b9374,XNYS
981,MBLY,0x2b96c,XNAS
982,KXI,,XNYS
983,,0x2ba813,XNAS
984,QDXU,0x2bb0db,XASX
985,,0x2bcbe7,XNAS
986,VCF,0x2bddd8,XJSE
987,MGV,0x2be364,XNYS
988,PAF,0x2be372,XNAS
989,WEET,0x2c0112,XTAI
990,EVP,,XTSE
991,SOVpC,0x2c07ed,XSAU
992,LBY,,XFRA
993,ENV,0x2c0f2a,XHKG
994,DIM,0x2c1560,XNYS
995,,0x2c1691,XNAS
996,,0x2c26a4,XNYS
997,MHRpE,0x2c2ffa,XKOS
998,,0x2c3069,XTAI
999,,0x2c3a07,XTAI
1000,IMH,0x2c4455,XNYS
1001,KCG,0x2c5135,XTAI
1002,AFG,0x2c5224,XNAS
1003,SGOL,0x2c5776,XSHG
1004,,0x2c5892,XNYS
1005,XON,0x2c6654,XAMS
1006,EU,,XNAS
1007,DXJC,0x2c7e3a,XNYS
1008,FYX,,XSWX
1009,DXJR,0x2c81e4,XAMS
1010,,0x2c825e,XNYS
1011,,0x2c990a,XNYS
1012,,0x2c9913,XNAS
1013,COR,0x2c9a8f,XNYS
1014,,0x2c9ec,XNAS
1015,MWE,0x2cb965,XAMS
1016,TRP,0x2cc131,XNAS
1017,,0x2cddd4,XNYS
1018,NUV,0x2ce2e4,XNYS
1019,SUB,0x2d00bd,XNYS
1020,SGB,0x2d03a3,BVMF
1021,CpJ,0x2d07,XHKG
1022,MEP,0x2d0ae,XNYS
1023,,0x2d213c,XSWX
1024,TWM,0x2d22b2,XFRA
1025,EAB,0x2d3ac5,XNYS
1026,SCEpB,0x2d3b8f,XNYS
1027,KBH,0x2d3f88,XKOS
1028,,0x2d4ecd,XNAS
1029,FCE/B,0x2d4fff,XNYS
1030,BGI,,XTSE
1031,EVO,0x2d57d7,XNAS
1032,,0x2d5ede,XKOS
1033,,0x2d6d12,BVMF
1034,BRP,,XNAS
1035,LB,0x2d8ec,XJSE
1036,,0x2d908c,XNYS
1037,DTH,0x2d991c,XNAS
1038,SIJ,0x2da21e,XSWX
1039,HRL,0x2da5bb,XNAS
1040,,0x2daf9f,XNYS
1041,,0x2dcd4f,XNYS
1042,,0x2de1d,XAMS
1043,,0x2de491,XNAS
1044,,0x2dede2,XNYS
1045,,0x2dfaa,XNYS
1046,,0x2e1074,XNYS
1047,,0x2e121d,XTAI
1048,AGLS,0x2e126f,XNYS
1049,,0x2e188d,XNAS
1050,SPB,0x2e310f,XNYS
1051,JJA,0x2e396f,XNAS
1052,IRCpA,0x2e43f8,XNAS
1053,,0x2e457,XNYS
1054,CVD,0x2e464b,XASX
1055,STIP,0x2e5469,XNYS
1056,BIG,0x2e61b8,XASX
1057,,0x2e64bd,XNYS
1058,,0x2e652,XNYS
1059,VISI,0x2e6562,XNYS
1060,REW,0x2e67ba,XNYS
1061,PLX,,XFRA
1062,IDX,0x2e73a,XNYS
1063,TIME,0x2e8b18,XSAU
1064,VHC,0x2e9d7c,XFRA
1065,,0x2e9eff,XNAS
1066,,0x2ea823,XNAS
1067,,0x2eabd3,XJSE
1068,MCRO,0x2ebbe4,XNYS
1069,SCPB,,XNYS
1070,GIS,0x2ecb29,XTSE
1071,GES,0x2ecfb2,XTSE
1072,JJC,0x2ed00,XTSE
1073,CXW,0x2ed64f,XTSE
1074,NXP,0x2ed65,XHKG
1075,HHS,0x2ed938,XNYS
1076,,0x2edac8,XSAU
1077,IYC,0x2eeecf,XTSE
1078,AEM,0x2ef127,XNAS
1079,,0x2ef6c5,XNYS
1080,,0x2ef7b,XNYS
1081,WFCpJ,0x2f0d0f,XNYS
1082,CMU,,XTAI
1083,,0x2f1373,XNYS
1084,IGS,0x2f2622,XSWX
1085,CNC,,XNYS
1086,COV,0x2f415d,XSAU
1087,IVOP,0x2f4f09,XSHG
1088,,0x2f54b3,XNYS
1089,XOXO,0x2f5eae,XJSE
1090,,0x2f661e,XNYS
1091,,0x2f6b74,XNYS
1092,FC,0x2f76a5,XNYS
1093,BSCK,,XNYS
1094,VIS,0x2f7c28,XTSE
1095,NWE,0x2f7deb,XNYS
1096,CRT,0x2f9deb,XNAS
1097,,0x2fa36c,XTAI
1098,MAC,0x2fa495,XNYS
1099,MXC,0x2fb285,XNYS
1100,GMFS,0x2fc56d,XNYS
1101,,0x2feff8,XTSE
1102,EGY,0x2ff510,XNYS
1103,MYJ,0x2ff89d,XNYS
1104,NBHC,0x2ffc21,XFRA
1105,ABB,0x3002cb,XNYS
1106,,0x3003dd,XNYS
1107,,0x300599,XKOS
1108,TNH,,XNYS
1109,XME,0x300be8,XSWX
1110,PWR,0x301053,XNYS
1111,,0x30105f,XNYS
1112,RYE,0x3019f7,XNYS
1113,,0x301f55,XNAS
1114,IHS,0x302081,XNAS
1115,HSEB,,XFRA
1116,TIF,0x303dba,XSAU
1117,USD,0x304ff8,XNAS
1118,PAA,0x30578e,XBOM
1119,,0x3059f8,XTSE
1120,,0x3065c6,XNYS
1121,IGA,0x306b3c,XNYS
1122,,0x307c,XKOS
1123,YXI,0x307c4f,XSHE
1124,,0x30858e,XNYS
1125,,0x308cac,XNAS
1126,FLTB,0x308eeb,XHKG
1127,PNK,0x309398,XNYS
1128,SDRL,0x309f79,XNYS
1129,,0x30a430,XNAS
1130,,0x30a7e0,XNYS
1131,WSM,0x30aaa6,XNYS
1132,FNCL,,XNYS
1133,ZEN,0x30bad0,XTAI
1134,HEWJ,,XSWX
1135,PEG,0x30cf96,XNAS
1136,BBTpG,0x30d1e4,XNYS
1137,DPG,0x30d3b3,XJPX
1138,,0x30d79e,XNYS
1139,,0x30edf8,XNYS
1140,,0x30efde,XNYS
1141,,0x30f090,XNAS
1142,IDI,,XTSE
1143,POST,0x30f943,XNAS
1144,,0x30fe40,XNYS
1145,PTF,0x3109e8,XNAS
1146,TYGpC,0x310b6c,XNYS
1147,DIS,0x310cbf,XNYS
1148,HUSE,0x3110c7,BVMF
1149,CHA,,XSHG
1150,SYE,0x311b48,BVMF
1151,,0x3122f5,XNAS
1152,,0x313d0d,XFRA
1153,NPO,,XNYS
1154,KTP,0x31414b,XNAS
1155,GOV,0x314625,XNYS
1156,,0x3158d5,XNYS
1157,FGD,0x315aff,XTSE
1158,,0x315dee,XNSE
1159,BME,0x31624f,XNAS
1160,,0x31724f,XNYS
1161,SOXS,0x317502,XBOM
1162,HR,0x317736,XNAS
1163,,0x31889b,XASX
1164,ZA,0x3188ce,XNSE
1165,,0x318903,XTSE
1166,DGX,0x318e64,XNYS
1167,NX,,XNYS
1168,,0x319e1a,XNSE
1169,PMM,0x31a182,XSHG
1170,,0x31bfd0,XLON
1171,KED,0x31c2,XNYS
1172,,0x31c336,XNAS
1173,ATU,,XSWX
1174,SXL,0x31d762,XNAS
1175,DBO,0x31e24a,XBOM
1176,TWN,0x31e261,XNYS
1177,,0x31e736,XNAS
1178,USDU,0x31ea00,XNSE
1179,FNY,,XJPX
1180,,0x31f554,XBOM
1181,,0x31f7b,XSHE
1182,,0x31f7f8,XNYS
1183,SGM,0x31f97f,XNYS
1184,CNS,0x320089,XNAS
1185,,0x3207ea,XTAI
1186,GIM,0x320954,XTSE
1187,,0x320dc0,XJPX
1188,AHTpE,0x320fb5,XTSE
1189,,0x321924,XASX
1190,IAK,0x32212e,XTSE
1191,DUKH,0x322af4,XSAU
1192,,0x322de7,XNYS
1193,TV,0x322ea7,XTSE
1194,JJG,0x32366e,XNAS
1195,SBNA,0x323752,XNYS
1196,XCO,0x323c58,XNYS
1197,,0x323dab,XNYS
1198,KNX,0x32420b,XNAS
1199,COO,0x324d16,XNYS
1200,,0x3256d4,XNYS
1201,,0x325cb1,XNAS
1202,DTF,,XFRA
1203,HSEA,0x327709,XTAI
1204,,0x327d6e,XNYS
1205,,0x3295bb,XNAS
1206,VSR,0x329681,BVMF
1207,IXUS,0x32990e,XLON
1208,SN,,XTSE
1209,,0x329d89,XSWX
1210,,0x329f24,XNAS
1211,HCLP,0x32a432,XNAS
1212,HPY,0x32a9e7,XNYS
1213,HIW,0x32ac01,XNYS
1214,IWF,0x32b242,XTSE
1215,FDP,0x32c6b7,XNYS
1216,ACMP,0x32c6fa,XNYS
1217,HOS,0x32d0f4,XTSE
1218,XLG,0x32d7f9,XNYS
1219,REX,0x32f288,XNYS
1220,CGA,0x32f3d1,XNAS
1221,,0x32f84c,XJPX
1222,ETB,0x330666,XNYS
1223,NCFT,0x330aa8,XNYS
1224,MANU,0x330ddb,XNYS
1225,AUQ,0x3320c8,XNYS
1226,DCA,0x33376c,XNYS
1227,IpA,0x33428a,XNAS
1228,PBH,0x33552e,XNYS
1229,,0x336c1d,XNAS
1230,EDD,0x336cd9,XTSE
1231,DRW,0x3371b8,XASX
1232,DCO,0x337515,XNYS
1233,,0x337b9a,XNAS
1234,ECOM,,XLON
1235,SLF,0x33a238,XNAS
1236,,0x33a45d,XNAS
1237,BSCM,0x33a7cc,XNAS
1238,CBS,,XHKG
1239,,0x33ac37,XNYS
1240,,0x33b0e0,XNAS
1241,WSR,0x33b82,XSHG
1242,,0x33bb54,XTSE
1243,IVR,0x33c550,XKOS
1244,DXpB,0x33d96a,XFRA
1245,GSAT,0x33dbd2,XASX
1246,BOXC,0x33e22d,XTAI
1247,SH,0x33fd40,XNYS
1248,APTS,,XNAS
1249,KB,0x3402b0,XNYS
1250,,0x3407d2,XSHE
1251,USBpM,0x3407ec,XTSE
1252,FEU,0x341a27,XNYS
1253,DEJ,0x342384,XNAS
1254,PBF,0x34289b,XTSE
1255,,0x34330f,BVMF
1256,,0x34363d,XNAS
1257,TPL,0x343bdd,XKOS
1258,LEMB,0x344057,XASX
1259,SBV,0x344073,XNAS
1260,,0x34435c,XJPX
1261,RHP,0x344b25,XNYS
1262,,0x34507e,XHKG
1263,TAO,0x34613b,XNYS
1264,MUH,0x346ef4,XAMS
1265,,0x3471c1,XNAS
1266,GRH,0x3475df,XHKG
1267,NEM,0x3475e5,XNYS
1268,,0x347bb5,XSWX
1269,,0x3481d3,XNYS
1270,,0x348846,XNYS
1271,,0x348b8a,XNYS
1272,IWM,0x34a1c,XSWX
1273,GEF,0x34a62a,XSAU
1274,PES,0x34b44,XNYS
1275,DAN,,XTSE
1276,SJR,0x34bd8f,XKOS
1277,,0x34c345,XFRA
1278,IDA,,XBOM
1279,AV,0x34c4a1,XTSE
1280,EWD,0x34c831,XASX
1281,GTI,,XNYS
1282,SPXU,0x34d9b4,XNYS
1283,FBP,0x34dd1,XTSE
1284,,0x34e777,XNYS
1285,TSE,0x34f275,XJPX
1286,GUNR,,XNYS
1287,,0x3507bc,XNYS
1288,PFEM,0x350d95,XNYS
1289,SYLD,0x350daf,XNYS
1290,TTFS,0x3516c8,XNYS
1291,,0x351fe8,XTSE
1292,STARpD,,XNYS
1293,,0x35328e,BVMF
1294,,0x35355d,XLON
1295,MT,,XNYS
1296,,0x353e4a,XTSE
1297,CGI,0x35519d,XNYS
1298,,0x355fd2,XNYS
1299,KEP,0x356130,XNSE
1300,CQQQ,0x35662a,XNYS
1301,FILL,0x356aa1,XNAS
1302,RBL,,XNYS
1303,TRCO,0x35766f,XTSE
1304,ASM,,XTSE
1305,,0x358014,XNAS
1306,,0x3589a7,XTSE
1307,GEX,0x35a44a,XSHE
1308,IYY,,XNYS
1309,SPYG,,XFRA
1310,,0x35aff0,XNAS
1311,TLL,0x35b00c,XJPX
1312,GHC,0x35b3d2,XNYS
1313,GEO,0x35b55f,XBOM
1314,,0x35bca0,XSHG
1315,SFE,0x35be82,XNYS
1316,RASpA,0x35d1f1,XNYS
1317,BABS,0x35dc33,XNAS
1318,PANW,0x35dc88,XBOM
1319,CDRpB,,XNYS
1320,DDG,0x360581,XNYS
1321,,0x3616af,BVMF
1322,,0x36221d,XNAS
1323,UQM,0x36234a,XFRA
1324,FUD,0x3624e7,XNYS
1325,BAA,0x362784,XFRA
1326,,0x362808,XNYS
1327,,0x36309,XTSE
1328,,0x3633f6,XNYS
1329,,0x3640ad,XJSE
1330,CHN,0x36424b,XNYS
1331,DGL,0x364781,XNYS
1332,LOV,0x364eca,BVMF
1333,EBR/B,,XNYS
1334,SJI,0x365456,XTSE
1335,BHV,0x36563f,XNYS
1336,,0x365b43,XNAS
1337,DEF,0x365cc2,XNYS
1338,,0x36614b,XNAS
1339,CEV,0x3668df,XAMS
1340,ISG,0x366b55,XAMS
1341,CKP,0x366fde,XNYS
1342,CRI,0x367bb2,XNSE
1343,COP,0x367bf8,XNYS
1344,TEF,0x36823d,XNYS
1345,JQC,0x3690fb,XNAS
1346,MLPL,0x36a9ed,XTSE
1347,,0x36b5ff,XNYS
1348,RST,0x36ba38,XNAS
1349,,0x36be89,XNAS
1350,KIO,0x36cb75,XBOM
1351,SSW,,XNAS
1352,TAOM,0x36e70b,XNYS
1353,SPGH,0x36ee1d,XNAS
1354,TBZ,0x36ef51,XNAS
1355,,0x36f8e6,XTSE
1356,STOR,0x370171,XNYS
1357,UHN,0x370418,XTSE
1358,NLY,,XNYS
1359,CTS,0x370ea4,XNAS
1360,PAC,0x3713f7,XNYS
1361,MCC,0x3717d1,XNAS
1362,CYH,0x372d35,XNYS
1363,SPXL,0x373151,XNSE
1364,,0x373271,XNYS
1365,UMHpA,0x373a34,XNYS
1366,PHD,0x373a7e,XTAI
1367,FFC,,XASX
1368,GCV,0x373dde,XNAS
1369,CTU,0x374527,XTSE
1370,BHB,0x374725,XNYS
1371,DWX,0x37572,XNYS
1372,CPS,0x375af1,XNYS
1373,,0x3769de,XAMS
1374,,0x37716b,XTSE
1375,,0x378668,XNAS
1376,AMHpB,0x37912d,XNYS
1377,LOR,,XNYS
1378,,0x379ea3,XSHE
1379,,0x379eb9,XSHG
1380,DLX,0x37a488,XNAS
1381,ROM,0x37a571,XLON
1382,,0x37a8b9,XNAS
1383,MHNA,,XSAU
1384,MSJ,0x37b197,XNAS
1385,,0x37ba7f,XNYS
1386,,0x37c1c3,XNYS
1387,WSO,0x37cc0,XTSE
1388,CAS,0x37d9d5,XKOS
1389,PLG,0x37e3db,XHKG
1390,FPT,0x37ed3c,XTSE
1391,CSX,,XTAI
1392,,0x37f282,XSWX
1393,DG,0x380622,XNYS
1394,,0x381603,BVMF
1395,AKO/A,0x381c1f,XNAS
1396,KNM,0x3825f5,XNYS
1397,,0x382e5b,XNAS
1398,,0x382f0c,XLON
1399,MAA,0x38304a,XNYS
1400,,0x383670,XNYS
1401,MDC,0x38388d,BVMF
1402,,0x38391e,XBOM
1403,GSS,0x383a0f,XTSE
1404,,0x383b94,XTAI
1405,TOLZ,0x384052,XNYS
1406,E,0x384a29,XNAS
1407,DMF,0x385e82,XNYS
1408,UL,0x386a82,XNAS
1409,ELY,,XNYS
1410,,0x38778e,XJSE
1411,BERY,0x387912,XSHE
1412,PHG,,XNYS
1413,ALPpP,0x3890,XNYS
1414,KT,0x38938e,XNYS
1415,ENS,,XTSE
1416,SMH,,XTSE
1417,HNI,0x3899f7,XNYS
1418,PRLB,0x389ad4,XNYS
1419,DCUB,0x389d77,XSHG
1420,,0x389e50,XNYS
1421,,0x38a8d5,XNYS
1422,SGZA,0x38ad7a,XNYS
1423,,0x38af38,XSWX
1424,PBW,,XLON
1425,RJF,0x38b3b7,XAMS
1426,WBIE,0x38bf8a,XHKG
1427,NQU,0x38bfde,XNYS
1428,GPM,0x38c389,XSAU
1429,GGB,0x38ce7d,XNYS
1430,RXL,0x38d047,XNYS
1431,FISK,0x38d35b,XNAS
1432,,0x38dc3d,XNAS
1433,HAP,0x38df93,XNYS
1434,BHE,0x38e325,XTSE
1435,PEY,0x38e77b,XNYS
1436,LPI,,XNAS
1437,,0x38fa7e,XNYS
1438,,0x390051,XSWX
1439,QDYN,0x390721,XNYS
1440,SCZ,0x3907e8,XNAS
1441,,0x390cda,XTSE
1442,ALLpD,0x390d14,XNAS
1443,DAL,0x391264,XNYS
1444,TRC,0x391457,XNYS
1445,EAT,0x394d6,XNYS
1446,LPG,0x394f8e,XASX
1447,,0x395827,XSWX
1448,TCK,0x39683,XTSE
1449,RBSpS,0x398316,XNYS
1450,API,0x3985d3,XTSE
1451,HTGZ,0x399989,XNYS
1452,SSE,,XTSE
1453,,0x399d82,XASX
1454,BLX,,XNAS
1455,,0x39a8a5,XHKG
1456,USAC,0x39a935,XBOM
1457,ESS,0x39aba6,XNAS
1458,TDTF,,XKOS
1459,HFC,0x39bf5c,XNAS
1460,ZBpG,0x39c18e,XNYS
1461,IEUR,0x39c51c,XNYS
1462,,0x39ca41,XNYS
1463,,0x39d2b8,XSAU
1464,DAC,0x39e3e4,XSHE
1465,SPXS,0x39e503,XNAS
1466,SCEpD,0x39ea12,XNAS
1467,,0x39ea8a,XSWX
1468,MYY,0x39eee1,XKOS
1469,APF,0x39f8cd,XNAS
1470,NMT,0x3a0a38,XNYS
1471,NNNpE,0x3a0b28,XNYS
1472,BKU,,XJPX
1473,EWY,0x3a116c,XNAS
1474,KIQ,0x3a130d,XNYS
1475,,0x3a1841,XNAS
1476,,0x3a1fa1,XNAS
1477,WK,,XNYS
1478,JKI,0x3a3001,XNAS
1479,,0x3a3131,XNAS
1480,,0x3a345,XNYS
1481,TDN,0x3a392c,XNYS
1482,,0x3a4852,XNAS
1483,,0x3a4c6e,XTSE
1484,MJN,0x3a4cfa,XNYS
1485,,0x3a4e23,XNYS
1486,DJP,0x3a58e6,XNYS
1487,PAL,,XNYS
1488,VHT,0x3a6885,XNYS
1489,TDD,0x3a6e1c,XSHG
1490,IAT,0x3a753b,XTSE
1491,AGMpA,0x3a76fd,XBOM
1492,QMN,0x3a8293,XNAS
1493,,0x3a83b7,XNYS
1494,DLS,0x3a8d71,XSWX
1495,STT,0x3a8e1c,XSHG
1496,,0x3a8fd1,XNYS
1497,,0x3aa3f1,XNYS
1498,JPM/WS,0x3aab74,XNYS
1499,NAC,0x3ab17c,BVMF
1500,MTBpC,0x3ab1ee,XNAS
1501,BXS,,XHKG
1502,,0x3acb77,BVMF
1503,FWDB,0x3acf47,XJPX
1504,LUK,0x3ad75a,XHKG
1505,,0x3adaa4,XNYS
1506,,0x3adb1b,XNYS
1507,MILL,,XNYS
1508,TPX,0x3add12,XNAS
1509,OFCpL,,XNYS
1510,UNL,0x3ae435,XTSE
1511,ABT,0x3af5bb,XNYS
1512,,0x3b099c,XBOM
1513,,0x3b0b96,XLON
1514,EPU,0x3b0e00,XNSE
1515,,0x3b14d1,XNSE
1516,EMHY,0x3b16e0,XNYS
1517,PPX,0x3b385d,XNYS
1518,PKD,0x3b45d3,XJPX
1519,,0x3b4bb5,XNYS
1520,BX,0x3b515a,XNAS
1521,EMJ,0x3b5a8d,XNYS
1522,MXE,0x3b64e3,XNAS
1523,GOF,0x3b670,XSHE
1524,SCHO,0x3b6cbb,XNYS
1525,,0x3b756a,XKOS
1526,DON,0x3b780c,XNYS
1527,,0x3b788e,XASX
1528,BIOA,0x3b7b7c,XNYS
1529,DWAS,0x3b7f3f,XSWX
1530,,0x3b85f,XTSE
1531,ICE,0x3b98b4,XNAS
1532,BZM,0x3b9a9e,XNAS
1533,PHX,0x3ba931,XNAS
1534,MMV,0x3ba950,XNYS
1535,PREpF,0x3baccf,XFRA
1536,,0x3bdccd,XNYS
1537,OXM,0x3bdef,XNYS
1538,FLM,0x3bdf6c,XNYS
1539,,0x3be058,XKOS
1540,FM,0x3bf3f5,XNYS
1541,,0x3bfa41,XNYS
1542,,0x3c1155,XNYS
1543,UYG,0x3c19b3,XNYS
1544,ASPN,0x3c1a90,XAMS
1545,,0x3c275a,XNAS
1546,RXI,0x3c2843,XNYS
1547,SANpA,0x3c31e7,XTSE
1548,BTX/WS,0x3c372,XNYS
1549,IUSV,,XNAS
1550,TRQ,0x3c4f1e,XNYS
1551,VLRS,0x3c512f,XNYS
1552,,0x3c54fb,XNYS
1553,,0x3c5926,XKOS
1554,CMC,,XNYS
1555,,0x3c746a,XNYS
1556,,0x3c7d5,XNYS
1557,ALLpB,0x3c8395,XNYS
1558,,0x3c8651,XNAS
1559,TWI,0x3c869f,XNYS
1560,,0x3c8d47,XNYS
1561,DVYA,0x3c974,XNYS
1562,CNW,0x3c9968,XNYS
1563,CSI,0x3cabe,XNAS
1564,FLT,0x3cabf0,XNAS
1565,,0x3caf21,XNAS
1566,ARKG,0x3cb161,XNYS
1567,,0x3cbc0d,XTSE
1568,,0x3cbe7b,XLON
1569,,0x3cbe8e,XHKG
1570,VOOV,0x3cdad,XTSE
1571,RGP,,XNAS
1572,TTI,0x3cdea,XJSE
1573,THG,0x3ce252,XHKG
1574,SXC,,XKOS
1575,RLD,0x3cec70,XTSE
1576,TAS,0x3cef21,XNYS
1577,,0x3cf5ce,XNYS
1578,,0x3cfa34,XHKG
1579,,0x3cff73,XLON
1580,CHGG,0x3d0b6d,XNAS
1581,,0x3d0d3f,XNYS
1582,,0x3d14da,XNYS
1583,ALFA,0x3d2748,XNYS
1584,,0x3d2c05,XNYS
1585,TMF,0x3d3849,XTSE
1586,JYN,0x3d3b95,XJSE
1587,,0x3d4bb2,XNYS
1588,,0x3d4cdc,XNAS
1589,DNL,0x3d4f00,XKOS
1590,ARPpD,0x3d6d74,XLON
1591,,0x3d718e,XTSE
1592,,0x3d7ba2,XNAS
1593,,0x3d7ca8,XTSE
1594,,0x3d7d28,XAMS
1595,NYCB,0x3d7e29,XNYS
1596,,0x3d8479,XNYS
1597,EEQ,0x3d8cb2,XNAS
1598,,0x3d9440,XNYS
1599,THRK,,XTAI
1600,Y,0x3d97e8,XNYS
1601,,0x3d9ed6,XNAS
1602,,0x3da4bb,XNYS
1603,SRF,0x3da53f,XNAS
1604,,0x3da6db,XAMS
1605,GBAB,0x3daa52,BVMF
1606,,0x3dabce,XTSE
1607,PHYS,,XJSE
1608,,0x3dbe12,XNYS
1609,,0x3dc6e2,XNYS
1610,PSApT,0x3dce48,XNYS
1611,,0x3dcff2,XJPX
1612,BCRH,,XNYS
1613,GTS,0x3ddc51,XSAU
1614,DPM,,XFRA
1615,SFG,0x3decf0,XNYS
1616,QESP,0x3df8ec,XNYS
1617,MIDU,0x3dfc57,XSHE
1618,BPK,0x3e0191,XJSE
1619,VPU,0x3e20e8,XNYS
1620,MOD,0x3e2229,XJPX
1621,YCS,0x3e2d19,XTSE
1622,SGAR,0x3e303b,XTAI
1623,,0x3e4268,XNYS
1624,,0x3e4990,XNYS
1625,,0x3e4b91,XNYS
1626,,0x3e4d81,XNSE
1627,KING,,XNYS
1628,BOND,0x3e65b4,XASX
1629,,0x3e7146,XFRA
1630,MFA,,BVMF
1631,,0x3e84d6,XTSE
1632,ARCO,0x3e875,XNYS
1633,GGN,,XNYS
1634,CUZ,0x3e94b,XNYS
1635,EWX,0x3e9a11,XNYS
1636,IPW,,XNYS
1637,CPF,0x3ea3b1,XNYS
1638,,0x3ea628,XNAS
1639,,0x3eafde,XNSE
1640,CPT,0x3eb473,XNAS
1641,EEH,0x3eb7fe,XSHG
1642,UTG,0x3ec4e5,XNYS
1643,,0x3ecfe9,XLON
1644,LITB,,XASX
1645,,0x3ed24,XNYS
1646,,0x3eea48,XASX
1647,RUBI,0x3eec5e,XNAS
1648,DSL,0x3eee72,XNAS
1649,MON,0x3ef3e5,XTSE
1650,ONP,0x3ef8d2,XKOS
1651,CTR,0x3f0d31,XNYS
1652,UTI,0x3f1a1a,XTSE
1653,,0x3f1c2,XNYS
1654,,0x3f1d7d,XNAS
1655,BANC,0x3f2038,XNAS
