,EulerId,AttributeName,AttributeValue
1832,450,Inception Date,2016-09-18
1833,451,Inception Date,2012-02-05
1834,452,Inception Date,2003-07-18
1836,454,Inception Date,2000-07-08
1837,455,Inception Date,2006-11-09
1838,456,Inception Date,2011-09-03
1839,457,Inception Date,2022-03-26
1840,458,Inception Date,2017-02-10
1841,459,Inception Date,2017-02-12
1842,460,Inception Date,2012-10-20
1843,461,Inception Date,2008-10-11
1844,462,Inception Date,2002-07-24
1845,463,Inception Date,2008-01-16
1846,464,Inception Date,2002-05-22
1848,466,Inception Date,2005-08-06
1849,467,Inception Date,2004-12-22
1850,468,Inception Date,2012-06-14
1851,469,Inception Date,2014-09-09
1852,470,Inception Date,2022-04-15
1853,471,Inception Date,2004-03-16
1854,472,Inception Date,2022-12-21
1855,473,Inception Date,2012-04-20
1856,474,Inception Date,2009-04-13
1857,475,Inception Date,2020-07-08
1858,476,Inception Date,2001-05-01
1859,477,Inception Date,2017-07-29
1860,478,Inception Date,2013-05-24
1861,479,Inception Date,2005-02-22
1862,480,Inception Date,2012-05-20
1863,481,Inception Date,2019-11-27
1864,482,Inception Date,2004-04-02
1865,483,Inception Date,2010-08-06
1866,484,Inception Date,2007-07-13
1867,485,Inception Date,2008-06-15
1868,486,Inception Date,2022-07-15
1869,487,Inception Date,2021-07-28
1870,488,Inception Date,2012-07-13
1871,489,Inception Date,2020-12-20
1872,490,Inception Date,2000-12-27
1873,491,Inception Date,2003-10-19
1874,492,Inception Date,2007-01-04
1875,493,Inception Date,2018-11-19
1876,494,Inception Date,2018-04-23
1877,495,Inception Date,2000-11-03
1878,496,Inception Date,2015-01-24
1879,497,Inception Date,2020-04-12
1880,498,Inception Date,2013-01-26
1882,500,Inception Date,2009-07-12
1883,501,Inception Date,2007-06-04
1884,502,Inception Date,2021-04-27
1885,503,Inception Date,2009-04-15
1886,504,Inception Date,2001-06-17
1887,505,Inception Date,2007-01-11
1888,506,Inception Date,2016-06-14
1889,507,Inception Date,2011-03-10
1890,508,Inception Date,2010-11-26
1891,509,Inception Date,2020-12-06
1892,510,Inception Date,2012-10-11
1893,511,Inception Date,2000-03-15
1894,512,Inception Date,2012-07-16
1895,513,Inception Date,2015-03-19
1896,514,Inception Date,2022-01-04
1897,515,Inception Date,2005-05-18
1898,516,Inception Date,2018-06-07
1900,518,Inception Date,2022-01-20
1901,519,Inception Date,2021-08-14
1902,520,Inception Date,2016-04-20
1903,521,Inception Date,2020-02-17
1904,522,Inception Date,2004-11-01
1905,523,Inception Date,2002-06-28
1906,524,Inception Date,2015-05-16
1907,525,Inception Date,2004-03-01
1911,529,Inception Date,2022-08-27
1912,530,Inception Date,2021-01-30
1913,531,Inception Date,2018-04-04
1914,532,Inception Date,2013-11-25
1915,533,Inception Date,2001-10-06
1916,534,Inception Date,2019-08-22
1917,535,Inception Date,2002-09-22
1918,536,Inception Date,2011-01-30
1919,537,Inception Date,2014-10-07
1920,538,Inception Date,2016-03-12
1921,539,Inception Date,2010-08-12
1922,540,Inception Date,2022-07-27
1923,541,Inception Date,2003-10-01
1924,542,Inception Date,2020-07-02
1926,544,Inception Date,2017-11-03
1927,545,Inception Date,2013-09-17
1928,546,Inception Date,2012-03-17
1929,547,Inception Date,2018-02-08
1930,548,Inception Date,2012-10-24
1931,549,Inception Date,2005-02-03
1932,550,Inception Date,2017-03-22
1933,551,Inception Date,2001-08-20
1934,552,Inception Date,2007-01-21
1935,553,Inception Date,2003-07-03
1936,554,Inception Date,2023-02-12
1937,555,Inception Date,2009-02-21
1938,556,Inception Date,2020-04-21
1939,557,Inception Date,2000-02-12
1940,558,Inception Date,2022-06-13
1941,559,Inception Date,2010-09-30
1942,560,Inception Date,2020-10-05
1943,561,Inception Date,2012-06-12
1944,562,Inception Date,2015-04-05
1945,563,Inception Date,2012-05-17
1946,564,Inception Date,2012-10-10
1947,565,Inception Date,2002-11-02
1948,566,Inception Date,2004-06-23
1950,568,Inception Date,2006-07-02
1951,569,Inception Date,2002-05-04
1953,571,Inception Date,2005-02-26
1954,572,Inception Date,2022-05-06
1955,573,Inception Date,2018-04-01
1956,574,Inception Date,2010-10-05
1957,575,Inception Date,2001-03-07
1958,576,Inception Date,2000-06-22
1959,577,Inception Date,2016-07-14
1960,578,Inception Date,2016-10-15
1961,579,Inception Date,2007-06-26
1964,582,Inception Date,2021-10-26
1965,583,Inception Date,2021-11-07
1966,584,Inception Date,2007-05-18
1967,585,Inception Date,2004-03-01
1969,587,Inception Date,2000-02-22
1970,588,Inception Date,2014-06-11
1971,589,Inception Date,2015-12-04
1972,590,Inception Date,2016-08-20
1973,591,Inception Date,2020-11-09
1974,592,Inception Date,2022-08-07
1975,593,Inception Date,2018-05-08
1976,594,Inception Date,2000-10-08
1977,595,Inception Date,2005-08-18
1978,596,Inception Date,2008-10-19
1980,598,Inception Date,2019-09-25
1981,599,Inception Date,2002-02-15
1982,600,Inception Date,2022-01-12
1983,601,Inception Date,2009-02-09
1984,602,Inception Date,2008-05-19
1985,603,Inception Date,2011-10-15
1986,604,Inception Date,2011-10-04
1987,605,Inception Date,2012-09-22
1988,606,Inception Date,2000-12-11
1989,607,Inception Date,2019-05-22
1990,608,Inception Date,2015-06-13
1992,610,Inception Date,2001-11-13
1993,611,Inception Date,2011-05-22
1994,612,Inception Date,2022-06-25
1995,613,Inception Date,2009-06-17
1996,614,Inception Date,2019-06-19
1997,615,Inception Date,2000-03-16
1998,616,Inception Date,2020-08-21
1999,617,Inception Date,2011-04-28
2000,618,Inception Date,2007-01-11
2001,619,Inception Date,2004-12-06
2002,620,Inception Date,2004-11-26
2003,621,Inception Date,2013-06-03
2004,622,Inception Date,2006-02-27
2005,623,Inception Date,2022-11-05
2006,624,Inception Date,2014-09-20
2007,625,Inception Date,2007-01-09
2008,626,Inception Date,2012-12-21
2009,627,Inception Date,2015-03-21
2010,628,Inception Date,2009-08-22
2012,630,Inception Date,2019-06-28
2013,631,Inception Date,2003-05-22
2014,632,Inception Date,2009-04-03
2015,633,Inception Date,2019-08-24
2016,634,Inception Date,2016-03-11
2017,635,Inception Date,2021-01-05
2019,637,Inception Date,2003-05-04
2020,638,Inception Date,2010-07-13
2022,640,Inception Date,2016-04-07
2023,641,Inception Date,2009-06-20
2024,642,Inception Date,2008-01-22
2025,643,Inception Date,2000-03-11
2026,644,Inception Date,2018-07-20
2027,645,Inception Date,2002-03-03
2028,646,Inception Date,2012-01-26
2029,647,Inception Date,2009-11-04
2030,648,Inception Date,2010-08-29
2031,649,Inception Date,2002-06-19
2032,650,Inception Date,2019-03-02
2033,651,Inception Date,2003-12-01
2034,652,Inception Date,2002-04-29
2036,654,Inception Date,2010-12-31
2037,655,Inception Date,2017-10-21
2038,656,Inception Date,2006-04-23
2039,657,Inception Date,2013-07-14
2040,658,Inception Date,2001-08-17
2041,659,Inception Date,2005-11-24
2042,660,Inception Date,2018-02-08
2043,661,Inception Date,2008-12-09
2044,662,Inception Date,2016-09-13
2045,663,Inception Date,2020-01-19
2046,664,Inception Date,2016-02-16
2047,665,Inception Date,2002-11-16
2048,666,Inception Date,2008-10-10
2049,667,Inception Date,2007-07-28
2050,668,Inception Date,2003-07-08
2052,670,Inception Date,2006-08-01
2053,671,Inception Date,2017-05-27
2055,673,Inception Date,2010-07-28
2056,674,Inception Date,2008-11-19
2057,675,Inception Date,2015-01-24
2059,677,Inception Date,2004-03-31
2060,678,Inception Date,2015-10-24
2061,679,Inception Date,2009-02-15
2062,680,Inception Date,2017-11-23
2063,681,Inception Date,2004-10-12
2064,682,Inception Date,2004-08-04
2065,683,Inception Date,2018-01-09
2066,684,Inception Date,2021-10-15
2067,685,Inception Date,2013-03-14
2068,686,Inception Date,2018-07-01
2069,687,Inception Date,2018-09-03
2070,688,Inception Date,2011-04-01
2071,689,Inception Date,2012-09-13
2072,690,Inception Date,2019-10-27
2073,691,Inception Date,2018-05-05
2074,692,Inception Date,2013-12-14
2075,693,Inception Date,2021-05-15
2077,695,Inception Date,2008-06-11
2078,696,Inception Date,2014-09-29
2079,697,Inception Date,2003-10-02
2080,698,Inception Date,2019-09-07
2081,699,Inception Date,2015-11-20
2082,700,Inception Date,2012-04-06
2084,702,Inception Date,2009-01-22
2085,703,Inception Date,2010-12-15
2087,705,Inception Date,2013-10-21
2088,706,Inception Date,2010-02-21
2089,707,Inception Date,2000-06-24
2090,708,Inception Date,2015-11-19
2093,711,Inception Date,2004-04-01
2097,715,Inception Date,2008-07-13
2098,716,Inception Date,2011-10-25
2099,717,Inception Date,2000-07-18
2100,718,Inception Date,2017-11-23
2101,719,Inception Date,2019-06-12
2102,720,Inception Date,2007-06-11
2103,721,Inception Date,2010-04-25
2104,722,Inception Date,2013-08-23
2105,723,Inception Date,2001-04-15
2106,724,Inception Date,2012-04-29
2107,725,Inception Date,2008-12-27
2108,726,Inception Date,2003-04-02
2109,727,Inception Date,2011-03-20
2110,728,Inception Date,2017-10-04
2112,730,Inception Date,2011-07-02
2113,731,Inception Date,2005-12-22
2114,732,Inception Date,2018-10-13
2116,734,Inception Date,2003-02-23
2117,735,Inception Date,2002-09-28
2118,736,Inception Date,2017-05-16
2119,737,Inception Date,2015-06-05
2120,738,Inception Date,2000-12-18
2123,741,Inception Date,2010-09-24
2124,742,Inception Date,2003-02-22
2125,743,Inception Date,2015-06-15
2126,744,Inception Date,2018-03-23
2127,745,Inception Date,2001-10-14
2128,746,Inception Date,2000-12-12
2129,747,Inception Date,2019-01-28
2131,749,Inception Date,2006-12-05
2132,750,Inception Date,2002-12-20
2134,752,Inception Date,2018-12-11
2135,753,Inception Date,2001-04-05
2136,754,Inception Date,2009-07-04
2137,755,Inception Date,2020-02-27
2138,756,Inception Date,2005-07-28
2139,757,Inception Date,2006-10-13
2140,758,Inception Date,2011-02-06
2141,759,Inception Date,2009-04-18
2142,760,Inception Date,2020-11-15
2143,761,Inception Date,2020-04-05
2144,762,Inception Date,2011-06-27
2145,763,Inception Date,2015-07-08
2146,764,Inception Date,2021-06-26
2147,765,Inception Date,2005-04-25
2148,766,Inception Date,2020-12-26
2149,767,Inception Date,2008-10-03
2150,768,Inception Date,2012-12-10
2151,769,Inception Date,2005-02-08
2152,770,Inception Date,2018-12-05
2153,771,Inception Date,2008-05-05
2154,772,Inception Date,2010-11-28
2155,773,Inception Date,2019-09-06
2156,774,Inception Date,2009-10-08
2157,775,Inception Date,2020-06-01
2158,776,Inception Date,2003-12-30
2159,777,Inception Date,2010-06-04
2160,778,Inception Date,2004-06-25
2161,779,Inception Date,2014-10-04
2163,781,Inception Date,2011-10-03
2165,783,Inception Date,2009-11-24
2166,784,Inception Date,2016-07-26
2167,785,Inception Date,2002-01-14
2168,786,Inception Date,2022-02-17
2169,787,Inception Date,2001-02-19
2170,788,Inception Date,2020-12-21
2171,789,Inception Date,2013-06-16
2172,790,Inception Date,2011-01-08
2173,791,Inception Date,2008-01-23
2175,793,Inception Date,2007-10-11
2177,795,Inception Date,2000-09-23
2178,796,Inception Date,2008-07-18
2179,797,Inception Date,2019-12-15
2180,798,Inception Date,2022-06-12
2181,799,Inception Date,2004-09-23
2182,800,Inception Date,2004-11-17
2183,801,Inception Date,2021-03-06
2184,802,Inception Date,2008-08-29
2185,803,Inception Date,2010-03-06
2186,804,Inception Date,2022-08-22
2189,807,Inception Date,2021-04-14
2190,808,Inception Date,2017-06-06
2191,809,Inception Date,2009-12-17
2192,810,Inception Date,2017-06-15
2193,811,Inception Date,2011-02-14
2194,812,Inception Date,2015-06-13
2195,813,Inception Date,2004-08-28
2196,814,Inception Date,2019-11-19
2198,816,Inception Date,2015-03-02
2199,817,Inception Date,2002-09-04
2200,818,Inception Date,2014-04-26
2202,820,Inception Date,2015-10-04
2203,821,Inception Date,2021-09-05
2204,822,Inception Date,2019-02-22
2205,823,Inception Date,2022-07-17
2206,824,Inception Date,2002-10-14
2207,825,Inception Date,2010-02-27
2208,826,Inception Date,2005-03-28
2210,828,Inception Date,2022-10-26
2211,829,Inception Date,2013-12-31
2212,830,Inception Date,2000-08-25
2213,831,Inception Date,2009-01-20
2214,832,Inception Date,2015-03-12
2215,833,Inception Date,2023-03-02
2216,834,Inception Date,2016-12-05
2217,835,Inception Date,2000-07-09
2219,837,Inception Date,2019-10-31
2220,838,Inception Date,2012-02-08
2221,839,Inception Date,2010-07-04
2222,840,Inception Date,2003-04-07
2223,841,Inception Date,2000-04-19
2224,842,Inception Date,2021-03-12
2225,843,Inception Date,2022-07-30
2226,844,Inception Date,2003-08-29
2228,846,Inception Date,2010-09-17
2229,847,Inception Date,2018-09-13
2230,848,Inception Date,2005-04-02
2231,849,Inception Date,2011-10-14
2232,850,Inception Date,2011-12-22
2233,851,Inception Date,2002-09-28
2234,852,Inception Date,2012-05-05
2235,853,Inception Date,2022-02-02
2237,855,Inception Date,2010-02-26
2238,856,Inception Date,2008-09-12
2239,857,Inception Date,2021-12-16
2240,858,Inception Date,2009-03-13
2241,859,Inception Date,2011-07-26
2242,860,Inception Date,2010-04-28
2243,861,Inception Date,2019-06-04
2244,862,Inception Date,2016-02-17
2245,863,Inception Date,2005-05-20
2246,864,Inception Date,2020-07-13
2247,865,Inception Date,2005-03-02
2248,866,Inception Date,2011-03-23
2249,867,Inception Date,2004-09-01
2250,868,Inception Date,2022-02-13
2251,869,Inception Date,2015-05-16
2252,870,Inception Date,2013-07-17
2253,871,Inception Date,2009-04-06
2254,872,Inception Date,2006-07-26
2255,873,Inception Date,2011-02-07
2256,874,Inception Date,2000-07-28
2257,875,Inception Date,2012-06-18
2258,876,Inception Date,2007-09-28
2259,877,Inception Date,2008-03-13
2260,878,Inception Date,2009-12-18
2261,879,Inception Date,2002-05-21
2262,880,Inception Date,2003-08-23
2263,881,Inception Date,2003-11-21
2264,882,Inception Date,2012-07-15
2265,883,Inception Date,2013-02-09
2266,884,Inception Date,2020-10-19
2268,886,Inception Date,2012-12-22
2269,887,Inception Date,2004-09-17
2272,890,Inception Date,2009-04-15
2273,891,Inception Date,2017-02-21
2274,892,Inception Date,2022-04-13
2275,893,Inception Date,2004-05-17
2276,894,Inception Date,2018-04-14
2277,895,Inception Date,2020-03-25
2278,896,Inception Date,2011-07-07
2279,897,Inception Date,2017-06-04
2280,898,Inception Date,2009-08-19
2281,899,Inception Date,2008-12-04
2282,900,Inception Date,2016-08-26
2283,901,Inception Date,2008-12-18
2284,902,Inception Date,2003-05-27
2285,903,Inception Date,2016-03-24
2286,904,Inception Date,2003-02-19
2287,905,Inception Date,2001-07-19
2289,907,Inception Date,2001-03-22
2290,908,Inception Date,2006-08-06
2291,909,Inception Date,2009-04-02
2292,910,Inception Date,2018-07-04
2293,911,Inception Date,2012-01-06
2294,912,Inception Date,2018-06-18
2295,913,Inception Date,2021-07-26
2296,914,Inception Date,2016-04-24
2297,915,Inception Date,2000-04-22
2298,916,Inception Date,2019-02-24
2299,917,Inception Date,2005-12-26
2300,918,Inception Date,2002-02-04
2302,920,Inception Date,2016-10-26
2303,921,Inception Date,2021-03-10
2304,922,Inception Date,2012-09-27
2305,923,Inception Date,2020-08-26
2306,924,Inception Date,2020-10-20
2307,925,Inception Date,2022-07-09
2308,926,Inception Date,2012-10-06
2309,927,Inception Date,2019-04-15
2310,928,Inception Date,2011-09-16
2311,929,Inception Date,2000-02-04
2312,930,Inception Date,2015-07-29
2313,931,Inception Date,2013-04-16
2314,932,Inception Date,2007-07-14
2315,933,Inception Date,2016-03-24
2317,935,Inception Date,2000-03-31
2318,936,Inception Date,2000-12-08
2319,937,Inception Date,2008-02-08
2320,938,Inception Date,2014-05-22
2321,939,Inception Date,2017-11-17
2322,940,Inception Date,2000-11-11
2323,941,Inception Date,2006-09-23
2324,942,Inception Date,2006-09-24
2325,943,Inception Date,2009-11-26
2326,944,Inception Date,2006-03-18
2327,945,Inception Date,2011-10-25
2328,946,Inception Date,2011-04-22
2329,947,Inception Date,2011-03-29
2330,948,Inception Date,2020-04-29
2331,949,Inception Date,2010-08-17
2333,951,Inception Date,2008-02-03
2334,952,Inception Date,2004-12-26
2335,953,Inception Date,2009-03-13
2336,954,Inception Date,2018-03-07
2337,955,Inception Date,2003-07-23
2338,956,Inception Date,2015-05-23
2339,957,Inception Date,2021-06-19
2340,958,Inception Date,2014-03-04
2341,959,Inception Date,2019-10-26
2342,960,Inception Date,2017-06-01
2343,961,Inception Date,2015-12-29
2344,962,Inception Date,2013-09-01
2345,963,Inception Date,2004-10-06
2346,964,Inception Date,2006-06-21
2347,965,Inception Date,2017-04-20
2348,966,Inception Date,2019-08-25
2349,967,Inception Date,2013-09-30
2350,968,Inception Date,2007-02-09
2351,969,Inception Date,2016-02-28
2352,970,Inception Date,2005-10-17
2353,971,Inception Date,2006-10-17
2354,972,Inception Date,2003-04-21
2355,973,Inception Date,2006-12-11
2356,974,Inception Date,2010-04-10
2357,975,Inception Date,2005-10-15
2358,976,Inception Date,2000-12-12
2359,977,Inception Date,2013-05-28
2360,978,Inception Date,2008-02-22
2361,979,Inception Date,2014-07-04
2363,981,Inception Date,2005-12-19
2365,983,Inception Date,2021-10-20
2366,984,Inception Date,2021-01-13
2367,985,Inception Date,2012-06-01
2368,986,Inception Date,2007-02-18
2369,987,Inception Date,2017-06-20
2370,988,Inception Date,2002-05-16
2371,989,Inception Date,2000-11-01
2372,990,Inception Date,2018-09-20
2375,993,Inception Date,2000-09-22
2376,994,Inception Date,2012-02-12
2379,997,Inception Date,2012-09-09
2380,998,Inception Date,2010-02-21
2381,999,Inception Date,2016-02-12
2382,1000,Inception Date,2009-03-23
2383,1001,Inception Date,2000-10-24
2384,1002,Inception Date,2020-03-12
2385,1003,Inception Date,2000-07-18
2386,1004,Inception Date,2007-03-27
2387,1005,Inception Date,2004-07-05
2388,1006,Inception Date,2007-06-07
2389,1007,Inception Date,2018-06-10
2390,1008,Inception Date,2019-04-23
2391,1009,Inception Date,2012-10-22
2392,1010,Inception Date,2019-04-20
2393,1011,Inception Date,2012-09-22
2394,1012,Inception Date,2003-01-12
2395,1013,Inception Date,2008-04-27
2396,1014,Inception Date,2017-01-02
2397,1015,Inception Date,2002-03-25
2398,1016,Inception Date,2016-06-06
2400,1018,Inception Date,2001-06-06
2401,1019,Inception Date,2012-09-15
2402,1020,Inception Date,2006-03-25
2403,1021,Inception Date,2022-06-07
2404,1022,Inception Date,2017-10-04
2405,1023,Inception Date,2003-11-02
2406,1024,Inception Date,2006-02-10
2408,1026,Inception Date,2009-01-30
2409,1027,Inception Date,2001-05-25
2410,1028,Inception Date,2020-05-07
2411,1029,Inception Date,2006-01-14
2412,1030,Inception Date,2014-12-17
2413,1031,Inception Date,2013-01-01
2414,1032,Inception Date,2000-10-16
2415,1033,Inception Date,2018-03-14
2416,1034,Inception Date,2019-09-12
2417,1035,Inception Date,2012-12-19
2418,1036,Inception Date,2014-03-14
2419,1037,Inception Date,2008-02-02
2420,1038,Inception Date,2017-09-03
2421,1039,Inception Date,2012-09-10
2422,1040,Inception Date,2017-03-17
2423,1041,Inception Date,2021-05-03
2424,1042,Inception Date,2016-09-23
2425,1043,Inception Date,2011-12-03
2427,1045,Inception Date,2002-10-20
2428,1046,Inception Date,2001-06-27
2429,1047,Inception Date,2007-06-28
2431,1049,Inception Date,2008-09-24
2432,1050,Inception Date,2012-03-28
2433,1051,Inception Date,2005-07-12
2434,1052,Inception Date,2007-08-22
2435,1053,Inception Date,2021-03-01
2436,1054,Inception Date,2022-08-12
2438,1056,Inception Date,2001-06-08
2440,1058,Inception Date,2009-12-11
2442,1060,Inception Date,2006-11-05
2443,1061,Inception Date,2001-06-09
2444,1062,Inception Date,2012-07-18
2445,1063,Inception Date,2010-02-03
2446,1064,Inception Date,2003-08-31
2447,1065,Inception Date,2009-07-04
2448,1066,Inception Date,2018-12-26
2449,1067,Inception Date,2006-02-13
2450,1068,Inception Date,2012-07-30
2451,1069,Inception Date,2007-03-03
2452,1070,Inception Date,2001-11-30
2453,1071,Inception Date,2017-01-27
2454,1072,Inception Date,2021-12-23
2455,1073,Inception Date,2010-05-20
2456,1074,Inception Date,2005-03-01
2457,1075,Inception Date,2016-01-23
2458,1076,Inception Date,2013-12-15
2459,1077,Inception Date,2008-10-29
2460,1078,Inception Date,2010-07-20
2461,1079,Inception Date,2007-04-12
2462,1080,Inception Date,2003-07-16
2463,1081,Inception Date,2016-04-19
2464,1082,Inception Date,2003-03-19
2465,1083,Inception Date,2017-08-13
2466,1084,Inception Date,2010-01-07
2467,1085,Inception Date,2018-02-18
2468,1086,Inception Date,2002-10-27
2469,1087,Inception Date,2022-09-23
2470,1088,Inception Date,2016-06-10
2471,1089,Inception Date,2004-10-20
2472,1090,Inception Date,2017-06-20
2474,1092,Inception Date,2003-01-19
2475,1093,Inception Date,2016-07-02
2476,1094,Inception Date,2016-11-24
2477,1095,Inception Date,2000-04-26
2478,1096,Inception Date,2022-10-31
2479,1097,Inception Date,2009-02-20
2480,1098,Inception Date,2013-10-22
2481,1099,Inception Date,2005-05-21
2482,1100,Inception Date,2006-11-11
2483,1101,Inception Date,2000-05-16
2484,1102,Inception Date,2019-07-21
2485,1103,Inception Date,2009-06-27
2486,1104,Inception Date,2007-11-29
2487,1105,Inception Date,2002-06-16
2488,1106,Inception Date,2019-04-01
2489,1107,Inception Date,2018-05-18
2490,1108,Inception Date,2012-05-27
2491,1109,Inception Date,2009-03-24
2492,1110,Inception Date,2001-08-30
2493,1111,Inception Date,2016-12-01
2494,1112,Inception Date,2014-07-27
2495,1113,Inception Date,2021-01-28
2496,1114,Inception Date,2007-07-23
2497,1115,Inception Date,2013-12-04
2498,1116,Inception Date,2015-04-29
2499,1117,Inception Date,2011-01-31
2500,1118,Inception Date,2023-01-22
2501,1119,Inception Date,2005-02-24
2502,1120,Inception Date,2015-07-09
2503,1121,Inception Date,2012-12-07
2504,1122,Inception Date,2004-02-19
2506,1124,Inception Date,2002-11-26
2508,1126,Inception Date,2017-05-20
2509,1127,Inception Date,2002-08-09
2510,1128,Inception Date,2013-01-31
2511,1129,Inception Date,2009-12-03
2512,1130,Inception Date,2006-08-31
2514,1132,Inception Date,2022-08-20
2516,1134,Inception Date,2008-02-07
2517,1135,Inception Date,2020-04-24
2518,1136,Inception Date,2016-11-04
2519,1137,Inception Date,2006-12-11
2520,1138,Inception Date,2015-05-05
2521,1139,Inception Date,2011-12-25
2522,1140,Inception Date,2020-08-11
2523,1141,Inception Date,2006-07-30
2525,1143,Inception Date,2021-01-24
2528,1146,Inception Date,2010-04-03
2529,1147,Inception Date,2013-02-19
2530,1148,Inception Date,2007-04-07
2531,1149,Inception Date,2014-03-21
2532,1150,Inception Date,2016-11-11
2533,1151,Inception Date,2005-08-13
2534,1152,Inception Date,2001-03-15
2535,1153,Inception Date,2019-04-17
2536,1154,Inception Date,2002-06-01
2539,1157,Inception Date,2022-11-15
2540,1158,Inception Date,2003-04-26
2541,1159,Inception Date,2016-09-15
2542,1160,Inception Date,2018-08-08
2543,1161,Inception Date,2020-02-03
2544,1162,Inception Date,2019-05-10
2545,1163,Inception Date,2006-11-09
2546,1164,Inception Date,2012-07-06
2547,1165,Inception Date,2008-04-18
2548,1166,Inception Date,2007-07-17
2549,1167,Inception Date,2011-09-13
2551,1169,Inception Date,2010-09-20
2552,1170,Inception Date,2016-06-12
2553,1171,Inception Date,2004-11-30
2554,1172,Inception Date,2017-01-10
2555,1173,Inception Date,2019-12-12
2556,1174,Inception Date,2009-10-01
2557,1175,Inception Date,2009-03-28
2558,1176,Inception Date,2016-12-15
2559,1177,Inception Date,2004-05-04
2560,1178,Inception Date,2017-12-15
2561,1179,Inception Date,2018-06-18
2562,1180,Inception Date,2013-07-05
2563,1181,Inception Date,2010-08-27
2564,1182,Inception Date,2010-11-01
2565,1183,Inception Date,2018-06-27
2566,1184,Inception Date,2000-01-01
2567,1185,Inception Date,2017-10-29
2568,1186,Inception Date,2005-06-25
2569,1187,Inception Date,2012-10-09
2570,1188,Inception Date,2011-07-09
2571,1189,Inception Date,2018-05-10
2572,1190,Inception Date,2012-12-30
2573,1191,Inception Date,2002-06-09
2574,1192,Inception Date,2022-04-16
2575,1193,Inception Date,2002-12-23
2577,1195,Inception Date,2016-10-17
2578,1196,Inception Date,2010-12-14
2580,1198,Inception Date,2017-08-26
2581,1199,Inception Date,2017-03-12
2582,1200,Inception Date,2002-06-02
2584,1202,Inception Date,2017-10-28
2585,1203,Inception Date,2006-04-19
2586,1204,Inception Date,2000-02-05
2587,1205,Inception Date,2022-06-01
2588,1206,Inception Date,2012-03-25
2589,1207,Inception Date,2000-05-12
2590,1208,Inception Date,2004-02-16
2591,1209,Inception Date,2017-08-03
2592,1210,Inception Date,2014-11-09
2593,1211,Inception Date,2015-02-20
2594,1212,Inception Date,2018-02-26
2595,1213,Inception Date,2015-06-20
2596,1214,Inception Date,2006-01-02
2597,1215,Inception Date,2007-07-21
2598,1216,Inception Date,2008-08-06
2599,1217,Inception Date,2006-05-26
2600,1218,Inception Date,2007-06-02
2602,1220,Inception Date,2007-09-14
2603,1221,Inception Date,2009-03-05
2604,1222,Inception Date,2014-04-26
2605,1223,Inception Date,2005-06-12
2606,1224,Inception Date,2003-09-14
2607,1225,Inception Date,2005-05-27
2608,1226,Inception Date,2003-05-27
2609,1227,Inception Date,2003-07-03
2610,1228,Inception Date,2003-09-23
2612,1230,Inception Date,2018-03-20
2613,1231,Inception Date,2017-04-04
2614,1232,Inception Date,2004-08-02
2615,1233,Inception Date,2012-02-25
2616,1234,Inception Date,2012-06-02
2617,1235,Inception Date,2020-08-08
2618,1236,Inception Date,2006-06-18
2619,1237,Inception Date,2020-11-01
2620,1238,Inception Date,2004-07-10
2621,1239,Inception Date,2010-09-02
2622,1240,Inception Date,2010-07-24
2623,1241,Inception Date,2011-12-05
2624,1242,Inception Date,2019-06-19
2625,1243,Inception Date,2018-01-21
2627,1245,Inception Date,2013-10-15
2628,1246,Inception Date,2021-08-15
2629,1247,Inception Date,2016-09-02
2630,1248,Inception Date,2001-12-06
2632,1250,Inception Date,2004-10-15
2633,1251,Inception Date,2014-08-15
2634,1252,Inception Date,2014-03-27
2635,1253,Inception Date,2010-07-10
2636,1254,Inception Date,2019-06-08
2637,1255,Inception Date,2015-10-14
2638,1256,Inception Date,2000-09-29
2639,1257,Inception Date,2014-11-29
2640,1258,Inception Date,2010-02-20
2641,1259,Inception Date,2004-06-10
2642,1260,Inception Date,2006-09-12
2643,1261,Inception Date,2011-08-01
2644,1262,Inception Date,2010-02-12
2645,1263,Inception Date,2001-01-03
2648,1266,Inception Date,2010-10-25
2649,1267,Inception Date,2013-07-10
2650,1268,Inception Date,2019-02-21
2651,1269,Inception Date,2022-03-08
2652,1270,Inception Date,2022-09-05
2653,1271,Inception Date,2010-04-23
2655,1273,Inception Date,2011-09-15
2657,1275,Inception Date,2011-11-28
2658,1276,Inception Date,2004-09-19
2659,1277,Inception Date,2019-06-11
2660,1278,Inception Date,2004-11-04
2661,1279,Inception Date,2006-08-23
2662,1280,Inception Date,2004-01-05
2663,1281,Inception Date,2009-10-09
2664,1282,Inception Date,2005-01-09
2665,1283,Inception Date,2020-09-30
2666,1284,Inception Date,2011-09-25
2667,1285,Inception Date,2002-05-27
2668,1286,Inception Date,2022-03-19
2669,1287,Inception Date,2012-11-06
2670,1288,Inception Date,2009-01-24
2671,1289,Inception Date,2022-06-10
2672,1290,Inception Date,2009-08-17
2673,1291,Inception Date,2022-04-13
2674,1292,Inception Date,2015-10-08
2675,1293,Inception Date,2001-04-01
2677,1295,Inception Date,2015-08-08
2678,1296,Inception Date,2016-09-21
2680,1298,Inception Date,2011-10-24
2681,1299,Inception Date,2000-11-18
2682,1300,Inception Date,2009-11-19
2683,1301,Inception Date,2017-10-04
2685,1303,Inception Date,2001-10-28
